County,SeriesId
Otsego County,NYOTSE0URN
Putnam County,NYPUTN0URN
Queens County,NYQUEE1URN
Rensselaer County,NYRENS0URN
Richmond County,NYRICH5URN
Rockland County,NYROCK5URN
Saratoga County,NYSARA0URN
Schenectady County,NYSCHE5URN
Schoharie County,NYSCHO5URN
Schuyler County,NYSCHU7URN
Seneca County,NYSENE9URN
St. Lawrence County,NYSTLA5URN
Steuben County,NYSTEU5URN
Suffolk County,NYSUFF0URN
Sullivan County,NYSULL5URN
Tioga County,NYTIOG7URN
Tompkins County,NYTOMP0URN
Ulster County,NYULST0URN
Warren County,NYWARR5URN
Washington County,NYWASH5URN
Wayne County,NYWAYN0URN
Westchester County,NYWEST9URN
Wyoming County,NYWYOM1URN
Yates County,NYYATE3URN
Alamance County,NCALAM1URN
Alexander County,NCALEX3URN
Alleghany County,NCALLE5URN
Anson County,NCANSO7URN
Ashe County,NCASHE9URN
Avery County,NCAVER1URN
Beaufort County,NCBEAU3URN
Bertie County,NCBERT5URN
Bladen County,NCBLAD7URN
Brunswick County,NCBRUN9URN
Buncombe County,NCBUNC1URN
Burke County,NCBURK0URN
Cabarrus County,NCCABA5URN
Caldwell County,NCCALD0URN
Camden County,NCCAMD9URN
Carteret County,NCCART1URN
Caswell County,NCCASW3URN
Catawba County,NCCATA5URN
Chatham County,NCCHAT7URN
Cherokee County,NCCHER9URN
Chowan County,NCCHOW1URN
Clay County,NCCLAY3URN
Cleveland County,NCCLEV0URN
Columbus County,NCCOLU0URN
Craven County,NCCRAV5URN
Cumberland County,NCCUMB2URN
Currituck County,NCCURR3URN
Dare County,NCDARE5URN
Davidson County,NCDAVI4URN
Davie County,NCDAVI9URN
Duplin County,NCDUPL1URN
Durham County,NCDURH8URN
Edgecombe County,NCEDGE5URN
Forsyth County,NCFORS5URN
Franklin County,NCFRAN9URN
Gaston County,NCGAST0URN
Gates County,NCGATE3URN
Graham County,NCGRAH5URN
Granville County,NCGRAN7URN
Greene County,NCGREE9URN
Guilford County,NCGUIL1URN
Halifax County,NCHALI0URN
Harnett County,NCHARN0URN
Haywood County,NCHAYW7URN
Henderson County,NCHEND0URN
Hertford County,NCHERT1URN
Hoke County,NCHOKE3URN
Hyde County,NCHYDE5URN
Iredell County,NCIRED5URN
Jackson County,NCJACK9URN
Johnston County,NCJOHN0URN
Jones County,NCJONE3URN
Lee County,NCLEEC5URN
Lenoir County,NCLENO0URN
Lincoln County,NCLINC9URN
Macon County,NCMACO3URN
Madison County,NCMADI5URN
Martin County,NCMART7URN
McDowell County,NCMCDO1URN
Mecklenburg County,NCMECK9URN
Mitchell County,NCMITC1URN
Montgomery County,NCMONT3URN
Moore County,NCMOOR0URN
Nash County,NCNASH5URN
New Hanover County,NCNEWH9URN
Northampton County,NCNORT1URN
Onslow County,NCONSL5URN
Orange County,NCORAN2URN
Pamlico County,NCPAML7URN
Pasquotank County,NCPASQ9URN
Pender County,NCPEND1URN
Perquimans County,NCPERQ3URN
Person County,NCPERS5URN
Pitt County,NCPITT7URN
Polk County,NCPOLK9URN
Randolph County,NCRAND1URN
Richmond County,NCRICH3URN
Robeson County,NCROBE7URN
Rockingham County,NCROCK0URN
Rowan County,NCROWA5URN
Rutherford County,NCRUTH5URN
Sampson County,NCSAMP3URN
Scotland County,NCSCOT5URN
Stanly County,NCSTAN7URN
Stokes County,NCSTOK9URN
Surry County,NCSURR0URN
Swain County,NCSWAI3URN
Transylvania County,NCTRAN5URN
Tyrrell County,NCTYRR7URN
Union County,NCUNIO5URN
Vance County,NCVANC1URN
Wake County,NCWAKE3URN
Warren County,NCWARR5URN
Washington County,NCWASH7URN
Watauga County,NCWATA9URN
Wayne County,NCWAYN1URN
Wilkes County,NCWILK5URN
Wilson County,NCWILS0URN
Yadkin County,NCYADK7URN
Yancey County,NCYANC9URN
Adams County,NDADAM1URN
Barnes County,NDBARN3URN
Benson County,NDBENS5URN
Billings County,NDBILL7URN
Bottineau County,NDBOTT9URN
Bowman County,NDBOWM1URN
Burke County,NDBURK3URN
Burleigh County,NDBURL5URN
Cass County,NDCASS7URN
Cavalier County,NDCAVA9URN
Dickey County,NDDICK1URN
Divide County,NDDIVI3URN
Dunn County,NDDUNN5URN
Eddy County,NDEDDY7URN
Emmons County,NDEMMO9URN
Foster County,NDFOST1URN
Golden Valley County,NDGOLD3URN
Grand Forks County,NDGRAN5URN
Grant County,NDGRAN7URN
Griggs County,NDGRIG9URN
Hettinger County,NDHETT1URN
Kidder County,NDKIDD3URN
LaMoure County,NDLAMO5URN
Logan County,NDLOGA7URN
McHenry County,NDMCHE9URN
McIntosh County,NDMCIN1URN
McKenzie County,NDMCKE3URN
McLean County,NDMCLE5URN
Mercer County,NDMERC7URN
Morton County,NDMORT9URN
Mountrail County,NDMOUN1URN
Nelson County,NDNELS3URN
Oliver County,NDOLIV5URN
Pembina County,NDPEMB7URN
Pierce County,NDPIER9URN
Ramsey County,NDRAMS1URN
Ransom County,NDRANS3URN
Renville County,NDRENV5URN
Richland County,NDRICH7URN
Rolette County,NDROLE9URN
Sargent County,NDSARG1URN
Sheridan County,NDSHER3URN
Sioux County,NDSIOU5URN
Slope County,NDSLOP7URN
Stark County,NDSTAR9URN
Steele County,NDSTEE1URN
Stutsman County,NDSTUT3URN
Towner County,NDTOWN5URN
Traill County,NDTRAI7URN
Walsh County,NDWALS9URN
Ward County,NDWARD0URN
Wells County,NDWELL3URN
Williams County,NDWILL5URN
Adams County,OHADAM1URN
Allen County,OHALLE0URN
Ashland County,OHASHL5URN
Ashtabula County,OHASHT1URN
Athens County,OHATHE5URN
Auglaize County,OHAUGL1URN
Belmont County,OHBELM0URN
Brown County,OHBROW5URN
Butler County,OHBUTL2URN
Carroll County,OHCARR9URN
Champaign County,OHCHAM1URN
Clark County,OHCLAR5URN
Clermont County,OHCLER0URN
Clinton County,OHCLIN7URN
Columbiana County,OHCOLU9URN
Coshocton County,OHCOSH1URN
Crawford County,OHCRAW0URN
Cuyahoga County,OHCUYA5URN
Darke County,OHDARK0URN
Defiance County,OHDEFI9URN
Delaware County,OHDELA5URN
Erie County,OHERIE5URN
Fairfield County,OHFAIR0URN
Fayette County,OHFAYE7URN
Franklin County,OHFRAN0URN
Fulton County,OHFULT1URN
Gallia County,OHGALL3URN
Geauga County,OHGEAU5URN
Greene County,OHGREE5URN
Guernsey County,OHGUER9URN
Hamilton County,OHHAMI1URN
Hancock County,OHHANC5URN
Hardin County,OHHARD5URN
Harrison County,OHHARR7URN
Henry County,OHHENR9URN
Highland County,OHHIGH1URN
Hocking County,OHHOCK3URN
Holmes County,OHHOLM5URN
Huron County,OHHURO5URN
Jackson County,OHJACK9URN
Jefferson County,OHJEFF0URN
Knox County,OHKNOX3URN
Lake County,OHLAKE2URN
Lawrence County,OHLAWR5URN
Licking County,OHLICK0URN
Logan County,OHLOGA1URN
Lorain County,OHLORA3URN
Lucas County,OHLUCA5URN
Madison County,OHMADI7URN
Mahoning County,OHMAHO9URN
Marion County,OHMARI0URN
Medina County,OHMEDI0URN
Meigs County,OHMEIG5URN
Mercer County,OHMERC7URN
Miami County,OHMIAM5URN
Monroe County,OHMONR1URN
Montgomery County,OHMONT3URN
Morgan County,OHMORG5URN
Morrow County,OHMORR7URN
Muskingum County,OHMUSK0URN
Noble County,OHNOBL1URN
Ottawa County,OHOTTA3URN
Paulding County,OHPAUL5URN
Perry County,OHPERR7URN
Pickaway County,OHPICK9URN
Pike County,OHPIKE1URN
Portage County,OHPORT7URN
Preble County,OHPREB5URN
Putnam County,OHPUTN7URN
Richland County,OHRICH9URN
Ross County,OHROSS5URN
Sandusky County,OHSAND0URN
Scioto County,OHSCIO9URN
Seneca County,OHSENE0URN
Shelby County,OHSHEL9URN
Stark County,OHSTAR1URN
Summit County,OHSUMM3URN
Trumbull County,OHTRUM1URN
Tuscarawas County,OHTUSC5URN
Union County,OHUNIO9URN
Van Wert County,OHVANW1URN
Vinton County,OHVINT3URN
Warren County,OHWARR5URN
Washington County,OHWASH0URN
Wayne County,OHWAYN5URN
Williams County,OHWILL1URN
Wood County,OHWOOD0URN
Wyandot County,OHWYAN5URN
Adair County,OKADAI1URN
Alfalfa County,OKALFA3URN
Atoka County,OKATOK5URN
Beaver County,OKBEAV7URN
Beckham County,OKBECK9URN
Blaine County,OKBLAI1URN
Bryan County,OKBRYA3URN
Caddo County,OKCADD5URN
Canadian County,OKCANA7URN
Carter County,OKCART9URN
Cherokee County,OKCHER1URN
Choctaw County,OKCHOC3URN
Cimarron County,OKCIMA5URN
Cleveland County,OKCLEV7URN
Coal County,OKCOAL9URN
Comanche County,OKCOMA2URN
Cotton County,OKCOTT3URN
Craig County,OKCRAI5URN
Creek County,OKCREE5URN
Custer County,OKCUST9URN
Delaware County,OKDELA1URN
Dewey County,OKDEWE3URN
Ellis County,OKELLI5URN
Garfield County,OKGARF7URN
Garvin County,OKGARV9URN
Grady County,OKGRAD1URN
Grant County,OKGRAN3URN
Greer County,OKGREE5URN
Harmon County,OKHARM7URN
Harper County,OKHARP9URN
Haskell County,OKHASK1URN
Hughes County,OKHUGH3URN
Jackson County,OKJACK5URN
Jefferson County,OKJEFF7URN
Johnston County,OKJOHN9URN
Kay County,OKKAYC1URN
Kingfisher County,OKKING3URN
Kiowa County,OKKIOW5URN
Latimer County,OKLATI7URN
Le Flore County,OKLEFL9URN
Lincoln County,OKLINC1URN
Logan County,OKLOGA3URN
Love County,OKLOVE5URN
Major County,OKMAJO3URN
Marshall County,OKMARS5URN
Mayes County,OKMAYE7URN
McClain County,OKMCCL7URN
McCurtain County,OKMCCU9URN
McIntosh County,OKMCIN1URN
Murray County,OKMURR9URN
Muskogee County,OKMUSK0URN
Noble County,OKNOBL3URN
Nowata County,OKNOWA5URN
Okfuskee County,OKOKFU7URN
Oklahoma County,OKOKLA9URN
Okmulgee County,OKOKMU1URN
Osage County,OKOSAG3URN
Ottawa County,OKOTTA5URN
Pawnee County,OKPAWN7URN
Payne County,OKPAYN0URN
Pittsburg County,OKPITT1URN
Pontotoc County,OKPONT3URN
Pottawatomie County,OKPOTT0URN
Pushmataha County,OKPUSH7URN
Roger Mills County,OKROGE9URN
Rogers County,OKROGE1URN
Seminole County,OKSEMI3URN
Sequoyah County,OKSEQU5URN
Stephens County,OKSTEP7URN
Texas County,OKTEXA9URN
Tillman County,OKTILL1URN
Tulsa County,OKTULS3URN
Wagoner County,OKWAGO5URN
Washington County,OKWASH7URN
Washita County,OKWASH9URN
Woods County,OKWOOD1URN
Woodward County,OKWOOD3URN
Baker County,ORBAKE1URN
Benton County,ORBENT3URN
Clackamas County,ORCLAC5URN
Clatsop County,ORCLAT7URN
Columbia County,ORCOLU9URN
Coos County,ORCOOS1URN
Crook County,ORCROO3URN
Curry County,ORCURR5URN
Deschutes County,ORDESC7URN
Douglas County,ORDOUG5URN
Gilliam County,ORGILL1URN
Grant County,ORGRAN3URN
Harney County,ORHARN5URN
Hood River County,ORHOOD7URN
Jackson County,ORJACK0URN
Jefferson County,ORJEFF1URN
Josephine County,ORJOSE5URN
Klamath County,ORKLAM5URN
Lake County,ORLAKE7URN
Lane County,ORLANE9URN
Lincoln County,ORLINC1URN
Linn County,ORLINN3URN
Malheur County,ORMALH5URN
Marion County,ORMARI7URN
Morrow County,ORMORR9URN
Multnomah County,ORMULT1URN
Polk County,ORPOLK3URN
Sherman County,ORSHER5URN
Tillamook County,ORTILL7URN
Umatilla County,ORUMAT9URN
Union County,ORUNIO1URN
Wallowa County,ORWALL3URN
Wasco County,ORWASC5URN
Washington County,ORWASH5URN
Wheeler County,ORWHEE9URN
Yamhill County,ORYAMH0URN
Adams County,PAADAM0URN
Allegheny County,PAALLE3URN
Armstrong County,PAARMS5URN
Beaver County,PABEAV7URN
Bedford County,PABEDF9URN
Berks County,PABERK2URN
Blair County,PABLAI3URN
Bradford County,PABRAD5URN
Bucks County,PABUCK5URN
Butler County,PABUTL0URN
Cambria County,PACAMB5URN
Cameron County,PACAME3URN
Carbon County,PACARB5URN
Centre County,PACENT0URN
Chester County,PACHES5URN
Clarion County,PACLAR1URN
Clearfield County,PACLEA0URN
Clinton County,PACLIN5URN
Columbia County,PACOLU5URN
Crawford County,PACRAW0URN
Cumberland County,PACUMB0URN
Dauphin County,PADAUP3URN
Delaware County,PADELA0URN
Elk County,PAELKC7URN
Erie County,PAERIE9URN
Fayette County,PAFAYE0URN
Forest County,PAFORE3URN
Franklin County,PAFRAN5URN
Fulton County,PAFULT7URN
Greene County,PAGREE9URN
Huntingdon County,PAHUNT1URN
Indiana County,PAINDI0URN
Jefferson County,PAJEFF5URN
Juniata County,PAJUNI7URN
Lackawanna County,PALACK9URN
Lancaster County,PALANC0URN
Lawrence County,PALAWR0URN
Lebanon County,PALEBA5URN
Lehigh County,PALEHI7URN
Luzerne County,PALUZE0URN
Lycoming County,PALYCO5URN
McKean County,PAMCKE0URN
Mercer County,PAMERC5URN
Mifflin County,PAMIFF7URN
Monroe County,PAMONR5URN
Montgomery County,PAMONT5URN
Montour County,PAMONT3URN
Northampton County,PANORT5URN
Northumberland County,PANORT0URN
Perry County,PAPERR9URN
Philadelphia County,
Pike County,PAPIKE3URN
Potter County,PAPOTT5URN
Schuylkill County,PASCHU4URN
Snyder County,PASNYD9URN
Somerset County,PASOME5URN
Sullivan County,PASULL3URN
Susquehanna County,PASUSQ5URN
Tioga County,PATIOG7URN
Union County,PAUNIO9URN
Venango County,PAVENA5URN
Warren County,PAWARR3URN
Washington County,PAWASH0URN
Wayne County,PAWAYN7URN
Westmoreland County,PAWEST5URN
Wyoming County,PAWYOM1URN
York County,PAYORK0URN
Adjuntas Municipio,
Aguada Municipio,
Aguadilla Municipio,
Aguas Buenas Municipio,
Aibonito Municipio,
Añasco Municipio,
Arecibo Municipio,
Arroyo Municipio,
Barceloneta Municipio,
Barranquitas Municipio,
Bayamón Municipio,
Cabo Rojo Municipio,
Caguas Municipio,
Camuy Municipio,
Canóvanas Municipio,
Carolina Municipio,
Cataño Municipio,
Cayey Municipio,
Ceiba Municipio,
Ciales Municipio,
Cidra Municipio,
Coamo Municipio,
Comerío Municipio,
Corozal Municipio,
Culebra Municipio,
Dorado Municipio,
Fajardo Municipio,
Florida Municipio,
Guánica Municipio,
Guayama Municipio,
Guayanilla Municipio,
Guaynabo Municipio,
Gurabo Municipio,
Hatillo Municipio,
Hormigueros Municipio,
Humacao Municipio,
Isabela Municipio,
Jayuya Municipio,
Juana Díaz Municipio,
Juncos Municipio,
Lajas Municipio,
Lares Municipio,
Las Marías Municipio,
Las Piedras Municipio,
Loíza Municipio,
Luquillo Municipio,
Manatí Municipio,
Maricao Municipio,
Maunabo Municipio,
Mayagüez Municipio,
Moca Municipio,
Morovis Municipio,
Naguabo Municipio,
Naranjito Municipio,
Orocovis Municipio,
Patillas Municipio,
Peñuelas Municipio,
Ponce Municipio,
Quebradillas Municipio,
Rincón Municipio,
Río Grande Municipio,
Sabana Grande Municipio,
Salinas Municipio,
San Germán Municipio,
San Juan Municipio,
San Lorenzo Municipio,
San Sebastián Municipio,
Santa Isabel Municipio,
Toa Alta Municipio,
Toa Baja Municipio,
Trujillo Alto Municipio,
Utuado Municipio,
Vega Alta Municipio,
Vega Baja Municipio,
Vieques Municipio,
Villalba Municipio,
Yabucoa Municipio,
Yauco Municipio,
Bristol County,RIBRIS1URN
Kent County,RIKENT3URN
Newport County,RINEWP5URN
Providence County,RIPROV7URN
Washington County,RIWASH9URN
Abbeville County,SCABBE1URN
Aiken County,SCAIKE0URN
Allendale County,SCALLE5URN
Anderson County,SCANDE7URN
Bamberg County,SCBAMB9URN
Barnwell County,SCBARN1URN
Beaufort County,SCBEAU5URN
Berkeley County,SCBERK0URN
Calhoun County,SCCALH7URN
Charleston County,SCCHAR9URN
Cherokee County,SCCHER1URN
Chester County,SCCHES3URN
Chesterfield County,SCCHES5URN
Clarendon County,SCCLAR7URN
Colleton County,SCCOLL9URN
Darlington County,SCDARL5URN
Dillon County,SCDILL3URN
Dorchester County,SCDORC7URN
Edgefield County,SCEDGE7URN
Fairfield County,SCFAIR9URN
Florence County,SCFLOR0URN
Georgetown County,SCGEOR3URN
Greenville County,SCGREE5URN
Greenwood County,SCGREE0URN
Hampton County,SCHAMP9URN
Horry County,SCHORR1URN
Jasper County,SCJASP3URN
Kershaw County,SCKERS5URN
Lancaster County,SCLANC7URN
Laurens County,SCLAUR5URN
Lee County,SCLEEC1URN
Lexington County,SCLEXI0URN
Marion County,SCMARI7URN
Marlboro County,SCMARL9URN
McCormick County,SCMCCO5URN
Newberry County,SCNEWB1URN
Oconee County,SCOCON3URN
Orangeburg County,SCORAN5URN
Pickens County,SCPICK0URN
Richland County,SCRICH9URN
Saluda County,SCSALU1URN
Spartanburg County,SCSPAR0URN
Sumter County,SCSUMT5URN
Union County,SCUNIO7URN
Williamsburg County,SCWILL9URN
York County,SCYORK5URN
Aurora County,SDAURO3URN
Beadle County,SDBEAD5URN
Bennett County,SDBENN7URN
Bon Homme County,SDBONH9URN
Brookings County,SDBROO1URN
Brown County,SDBROW3URN
Brule County,SDBRUL5URN
Buffalo County,SDBUFF7URN
Butte County,SDBUTT9URN
Campbell County,SDCAMP1URN
Charles Mix County,SDCHAR3URN
Clark County,SDCLAR5URN
Clay County,SDCLAY7URN
Codington County,SDCODI9URN
Corson County,SDCORS1URN
Custer County,SDCUST3URN
Davison County,SDDAVI5URN
Day County,SDDAYC7URN
Deuel County,SDDEUE9URN
Dewey County,SDDEWE1URN
Douglas County,SDDOUG3URN
Edmunds County,SDEDMU5URN
Fall River County,SDFALL7URN
Faulk County,SDFAUL9URN
Grant County,SDGRAN1URN
Gregory County,SDGREG3URN
Haakon County,SDHAAK5URN
Hamlin County,SDHAML7URN
Hand County,SDHAND9URN
Hanson County,SDHANS1URN
Harding County,SDHARD3URN
Hughes County,SDHUGH5URN
Hutchinson County,SDHUTC7URN
Hyde County,SDHYDE9URN
Jackson County,SDJACK1URN
Jerauld County,SDJERA3URN
Jones County,SDJONE5URN
Kingsbury County,SDKING7URN
Lake County,SDLAKE9URN
Lawrence County,SDLAWR1URN
Lincoln County,SDLINC3URN
Lyman County,SDLYMA5URN
Marshall County,SDMARS1URN
McCook County,SDMCCO7URN
McPherson County,SDMCPH9URN
Meade County,SDMEAD3URN
Mellette County,SDMELL5URN
Miner County,SDMINE7URN
Minnehaha County,SDMINN9URN
Moody County,SDMOOD1URN
Oglala Lakota County,
Pennington County,SDPENN3URN
Perkins County,SDPERK5URN
Potter County,SDPOTT7URN
Roberts County,SDROBE9URN
Sanborn County,SDSANB1URN
Spink County,SDSPIN5URN
Stanley County,SDSTAN7URN
Sully County,SDSULL9URN
Todd County,SDTODD1URN
Tripp County,SDTRIP3URN
Turner County,SDTURN5URN
Union County,SDUNIO7URN
Walworth County,SDWALW9URN
Yankton County,SDYANK5URN
Ziebach County,SDZIEB7URN
Anderson County,TNANDE5URN
Bedford County,TNBEDF3URN
Benton County,TNBNURN
Bledsoe County,TNBLED7URN
Blount County,TNBLOU0URN
Bradley County,TNBRAD5URN
Campbell County,TNCAMP3URN
Cannon County,TNCANN5URN
Carroll County,TNCRURN
Carter County,TNCART0URN
Cheatham County,TNCHEA1URN
Chester County,TNCEURN
Claiborne County,TNCLAI5URN
Clay County,TNCLAY7URN
Cocke County,TNCOCK9URN
Coffee County,TNCOFF1URN
Crockett County,TNCCURN
Cumberland County,TNCUMB5URN
Davidson County,TNDAVI5URN
Decatur County,TNDEURN
DeKalb County,TNDEKA1URN
Dickson County,TNDICK3URN
Dyer County,TNDYURN
Fayette County,TNFAURN
Fentress County,TNFENT9URN
Franklin County,TNFRAN1URN
Gibson County,TNGIURN
Giles County,TNGILE5URN
Grainger County,TNGRAI7URN
Greene County,TNGREE5URN
Grundy County,TNGRUN1URN
Hamblen County,TNHAMB3URN
Hamilton County,TNHAMI5URN
Hancock County,TNHANC7URN
Hardeman County,TNHRURN
Hardin County,TNHDURN
Hawkins County,TNHAWK3URN
Haywood County,TNHYURN
Henderson County,TNHEURN
Henry County,TNHCURN
Hickman County,TNHICK1URN
Houston County,TNHOUS3URN
Humphreys County,TNHUMP5URN
Jackson County,TNJACK7URN
Jefferson County,TNJEFF9URN
Johnson County,TNJOHN1URN
Knox County,TNKNOX5URN
Lake County,TNLAURN
Lauderdale County,TNLUURN
Lawrence County,TNLAWR9URN
Lewis County,TNLEWI1URN
Lincoln County,TNLINC3URN
Loudon County,TNLOUD5URN
Macon County,TNMACO1URN
Madison County,TNMDURN
Marion County,TNMARI5URN
Marshall County,TNMARS7URN
Maury County,TNMAUR0URN
McMinn County,TNMCMI7URN
McNairy County,TNMNURN
Meigs County,TNMEIG1URN
Monroe County,TNMONR3URN
Montgomery County,TNMONT5URN
Moore County,TNMOOR7URN
Morgan County,TNMORG9URN
Obion County,TNOBURN
Overton County,TNOVER3URN
Perry County,TNPERR5URN
Pickett County,TNPICK7URN
Polk County,TNPOLK9URN
Putnam County,TNPUTN1URN
Rhea County,TNRHEA3URN
Roane County,TNROAN5URN
Robertson County,TNROBE7URN
Rutherford County,TNRUTH0URN
Scott County,TNSCOT1URN
Sequatchie County,TNSEQU3URN
Sevier County,TNSEVI5URN
Shelby County,TNSHURN
Smith County,TNSMIT9URN
Stewart County,TNSTEW1URN
Sullivan County,TNSULL0URN
Sumner County,TNSUMN5URN
Tipton County,TNTIURN
Trousdale County,TNTROU9URN
Unicoi County,TNUNIC1URN
Union County,TNUNIO3URN
Van Buren County,TNVANB5URN
Warren County,TNWARR7URN
Washington County,TNWASH0URN
Wayne County,TNWAYN1URN
Weakley County,TNWEURN
White County,TNWHIT5URN
Williamson County,TNWILL0URN
Wilson County,TNWILS0URN
Anderson County,TXANDE1URN
Andrews County,TXANDR3URN
Angelina County,TXANGE5URN
Aransas County,TXARAN7URN
Archer County,TXARCH9URN
Armstrong County,TXARMS1URN
Atascosa County,TXATAS3URN
Austin County,TXAUST5URN
Bailey County,TXBAIL7URN
Bandera County,TXBAND9URN
Bastrop County,TXBAST1URN
Baylor County,TXBAYL3URN
Bee County,TXBEEC5URN
Bell County,TXBELL7URN
Bexar County,TXBEXA9URN
Blanco County,TXBLAN1URN
Borden County,TXBORD3URN
Bosque County,TXBOSQ5URN
Bowie County,TXBOWI7URN
Brazoria County,TXBRAZ0URN
Brazos County,TXBRAZ3URN
Brewster County,TXBREW3URN
Briscoe County,TXBRIS5URN
Brooks County,TXBROO7URN
Brown County,TXBROW9URN
Burleson County,TXBURL1URN
Burnet County,TXBURN3URN
Caldwell County,TXCALD5URN
Calhoun County,TXCALH7URN
Callahan County,TXCALL9URN
Cameron County,TXCAME2URN
Camp County,TXCAMP3URN
Carson County,TXCARS5URN
Cass County,TXCASS7URN
Castro County,TXCAST9URN
Chambers County,TXCHAM1URN
Cherokee County,TXCHER3URN
Childress County,TXCHIL5URN
Clay County,TXCLAY7URN
Cochran County,TXCOCH9URN
Coke County,TXCOKE1URN
Coleman County,TXCOLE3URN
Collin County,TXCOLL5URN
Collingsworth County,TXCOLL7URN
Colorado County,TXCOLO9URN
Comal County,TXCOMA1URN
Comanche County,TXCOMA3URN
Concho County,TXCONC5URN
Cooke County,TXCOOK7URN
Coryell County,TXCORY0URN
Cottle County,TXCOTT1URN
Crane County,TXCRAN3URN
Crockett County,TXCROC5URN
Crosby County,TXCROS7URN
Culberson County,TXCULB9URN
Dallam County,TXDALL1URN
Dallas County,TXDALL3URN
Dawson County,TXDAWS5URN
Deaf Smith County,TXDEAF7URN
Delta County,TXDELT9URN
Denton County,TXDENT2URN
DeWitt County,TXDEWI3URN
Dickens County,TXDICK5URN
Dimmit County,TXDIMM7URN
Donley County,TXDONL9URN
Duval County,TXDUVA1URN
Eastland County,TXEAST3URN
Ector County,TXECTO5URN
Edwards County,TXEDWA7URN
El Paso County,TXELPA0URN
Ellis County,TXELLI0URN
Erath County,TXERAT3URN
Falls County,TXFALL5URN
Fannin County,TXFANN7URN
Fayette County,TXFAYE9URN
Fisher County,TXFISH1URN
Floyd County,TXFLOY3URN
Foard County,TXFOAR5URN
Fort Bend County,TXFORT5URN
Franklin County,TXFRAN9URN
Freestone County,TXFREE1URN
Frio County,TXFRIO3URN
Gaines County,TXGAIN5URN
Galveston County,TXGALV7URN
Garza County,TXGARZ9URN
Gillespie County,TXGILL1URN
Glasscock County,TXGLAS3URN
Goliad County,TXGOLI5URN
Gonzales County,TXGONZ7URN
Gray County,TXGRAY9URN
Grayson County,TXGRAY0URN
Gregg County,TXGREG3URN
Grimes County,TXGRIM5URN
Guadalupe County,TXGUAD7URN
Hale County,TXHALE9URN
Hall County,TXHALL1URN
Hamilton County,TXHAMI3URN
Hansford County,TXHANS5URN
Hardeman County,TXHARD7URN
Hardin County,TXHARD9URN
Harris County,TXHARR1URN
Harrison County,TXHARR0URN
Hartley County,TXHART5URN
Haskell County,TXHASK7URN
Hays County,TXHAYS9URN
Hemphill County,TXHEMP1URN
Henderson County,TXHEND3URN
Hidalgo County,TXHIDA5URN
Hill County,TXHILL7URN
Hockley County,TXHOCK9URN
Hood County,TXHOOD1URN
Hopkins County,TXHOPK3URN
Houston County,TXHOUS5URN
Howard County,TXHOWA7URN
Hudspeth County,TXHUDS9URN
Hunt County,TXHUNT0URN
Hutchinson County,TXHUTC3URN
Irion County,TXIRIO5URN
Jack County,TXJACK7URN
Jackson County,TXJACK9URN
Jasper County,TXJASP1URN
Jeff Davis County,TXJEFF3URN
Jefferson County,TXJEFF5URN
Jim Hogg County,TXJIMH7URN
Jim Wells County,TXJIMW9URN
Johnson County,TXJOHN4URN
Jones County,TXJONE3URN
Karnes County,TXKARN5URN
Kaufman County,TXKAUF7URN
Kendall County,TXKEND9URN
Kenedy County,TXKENE1URN
Kent County,TXKENT3URN
Kerr County,TXKERR5URN
Kimble County,TXKIMB7URN
King County,TXKING9URN
Kinney County,TXKINN1URN
Kleberg County,TXKLEB3URN
Knox County,TXKNOX5URN
La Salle County,TXLASA3URN
Lamar County,TXLAMA7URN
Lamb County,TXLAMB9URN
Lampasas County,TXLAMP1URN
Lavaca County,TXLAVA5URN
Lee County,TXLEEC7URN
Leon County,TXLEON9URN
Liberty County,TXLIBE1URN
Limestone County,TXLIME3URN
Lipscomb County,TXLIPS5URN
Live Oak County,TXLIVE7URN
Llano County,TXLLAN9URN
Loving County,TXLOVI1URN
Lubbock County,TXLUBB3URN
Lynn County,TXLYNN5URN
Madison County,TXMADI3URN
Marion County,TXMARI5URN
Martin County,TXMART7URN
Mason County,TXMASO9URN
Matagorda County,TXMATA1URN
Maverick County,TXMAVE3URN
McCulloch County,TXMCCU7URN
McLennan County,TXMCLE9URN
McMullen County,TXMCMU1URN
Medina County,TXMEDI5URN
Menard County,TXMENA7URN
Midland County,TXMIDL9URN
Milam County,TXMILA1URN
Mills County,TXMILL3URN
Mitchell County,TXMITC5URN
Montague County,TXMONT7URN
Montgomery County,TXMONT0URN
Moore County,TXMOOR1URN
Morris County,TXMORR3URN
Motley County,TXMOTL5URN
Nacogdoches County,TXNACO7URN
Navarro County,TXNAVA9URN
Newton County,TXNEWT1URN
Nolan County,TXNOLA3URN
Nueces County,TXNUEC5URN
Ochiltree County,TXOCHI7URN
Oldham County,TXOLDH9URN
Orange County,TXORAN5URN
Palo Pinto County,TXPALO3URN
Panola County,TXPANO5URN
Parker County,TXPARK7URN
Parmer County,TXPARM9URN
Pecos County,TXPECO1URN
Polk County,TXPOLK3URN
Potter County,TXPOTT5URN
Presidio County,TXPRES7URN
Rains County,TXRAIN9URN
Randall County,TXRAND1URN
Reagan County,TXREAG3URN
Real County,TXREAL5URN
Red River County,TXREDR7URN
Reeves County,TXREEV9URN
Refugio County,TXREFU1URN
Roberts County,TXROBE3URN
